shopCode,name,proposedCategory,proposedSubcategory,confidence,status,group,detectedFamily,explanation,correct,correctCategory,reviewerComment
КГ-01357,Соединитель шлангов прямой металл д.32,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
РДГ-00065,Тройник ручки УАЗ,ves-assortiment,other-products,0.83,BLOCKED_CONFLICT,other_products_fittings|fittings|тройник|ves-assortiment|other-products,fittings,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-00868,Штуцер трубко-гайка М10х6,ves-assortiment,other-products,0.83,BLOCKED_CONFLICT,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-00273,Штуцер бензошланга с трубкой D=8 (медь),ves-assortiment,other-products,0.83,BLOCKED_CONFLICT,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-00677,Штуцер бензошланга с трубкой D=10 (медь),ves-assortiment,other-products,0.83,BLOCKED_CONFLICT,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00470,Скоба крышки бака 2101-07,ves-assortiment,other-products,0.82,BLOCKED_CONFLICT,other_products_clamps_brackets|other|скоба|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
КР-00043,Кронштейн бачка омывателя 2101,ves-assortiment,other-products,0.82,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
КР-00233,Кронштейн бачка омывателя 2108,ves-assortiment,other-products,0.82,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-00043,Крепление бака Газель,ves-assortiment,other-products,0.82,BLOCKED_CONFLICT,other_products_clamps_brackets|other|крепление|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-01127,Зажим трубки омыват. на поводке большой Г,ves-assortiment,other-products,0.82,BLOCKED_CONFLICT,other_products_clamps_brackets|other|зажим|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
КР-00335,Крепление сиденья 2108 (за 2 шт),ves-assortiment,other-products,0.82,BLOCKED_CONFLICT,other_products_clamps_brackets|seat_parts|крепление|ves-assortiment|other-products,seat_parts,Найдены отрицательные признаки для лучшего кандидата.,,,
ДВ-00289,"Кольцо стопорное d47,5 гайки трубы картер",ves-assortiment,other-products,0.8,BLOCKED_CONFLICT,other_products_fasteners|rings|гайки|ves-assortiment|other-products,rings,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-01321,Шпильки колёс ГАЗ-3307,ves-assortiment,other-products,0.8,BLOCKED_CONFLICT,other_products_fasteners|other|шпильки|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
ЗЧМ-00346,Шпильки колес Москвич,ves-assortiment,other-products,0.8,BLOCKED_CONFLICT,other_products_fasteners|other|шпильки|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
ЗЧМ-00347,Гайки колес Москвич,ves-assortiment,other-products,0.8,BLOCKED_CONFLICT,other_products_fasteners|other|гайки|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
А-00843,"Переноска 12V, 24V, 220V (дневной свет)",elektrika,osveshchenie,0.796,BLOCKED_CONFLICT,portable_work_lights|other|переноска-12v|elektrika|osveshchenie,other,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00045,Пробка коробки ВАЗ и пробка поддона ВАЗ,dvigatel-i-transmissiya,detali-dvigatelya,0.792,BLOCKED_CONFLICT,oil_pan_plugs|caps_plugs|пробка-поддона|dvigatel-i-transmissiya|detali-dvigatelya,caps_plugs,Найдены отрицательные признаки для лучшего кандидата.,,,
КР-00463,Лента крепления бака 2110 (2 шт),ves-assortiment,other-products,0.78,BLOCKED_CONFLICT,other_products_clamps_brackets|other|крепления|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
КР-00483,Ленты крепления бака Калина (за 2 шт),ves-assortiment,other-products,0.78,BLOCKED_CONFLICT,other_products_clamps_brackets|other|крепления|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00675,Набор крепления фар 2101-06,ves-assortiment,other-products,0.78,BLOCKED_CONFLICT,other_products_clamps_brackets|other|крепления|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00676,Набор крепления фар ВАЗ-2110,ves-assortiment,other-products,0.78,BLOCKED_CONFLICT,other_products_clamps_brackets|other|крепления|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
ДВ-00505,Клапан бачка сепаратора,dvigatel-i-transmissiya,detali-dvigatelya,0.759,BLOCKED_CONFLICT,engine_valves|other|клапан|dvigatel-i-transmissiya|detali-dvigatelya,other,Найдены отрицательные признаки для лучшего кандидата.,,,
ДВ-00106,Клапан рециркуляции Нива в сборе,dvigatel-i-transmissiya,detali-dvigatelya,0.759,BLOCKED_CONFLICT,engine_valves|other|клапан|dvigatel-i-transmissiya|detali-dvigatelya,other,Найдены отрицательные признаки для лучшего кандидата.,,,
ДВ-00503,Клапан обратки 2105,dvigatel-i-transmissiya,detali-dvigatelya,0.759,BLOCKED_CONFLICT,engine_valves|other|клапан|dvigatel-i-transmissiya|detali-dvigatelya,other,Найдены отрицательные признаки для лучшего кандидата.,,,
ДВ-00502,Клапан обратки 21214,dvigatel-i-transmissiya,detali-dvigatelya,0.759,BLOCKED_CONFLICT,engine_valves|other|клапан|dvigatel-i-transmissiya|detali-dvigatelya,other,Найдены отрицательные признаки для лучшего кандидата.,,,
А-01445,"""Такси"" диодн. (на стекло)",elektrika,osveshchenie,0.742,BLOCKED_CONFLICT,auxiliary_lighting|other|такси|elektrika|osveshchenie,other,Найдены отрицательные признаки для лучшего кандидата.,,,
ДВ-00186,Диффузор салона 2105,dvigatel-i-transmissiya,ohlazhdenie,0.74,BLOCKED_CONFLICT,cooling|other|диффузор|dvigatel-i-transmissiya|ohlazhdenie,other,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00341,Болт салазки сиденья 2110,ves-assortiment,other-products,0.72,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00519,Болт М8х16 с буртом салазок кресла 2108-09,ves-assortiment,other-products,0.72,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00528,Болт М8х22.3 салазки кресла 2110,ves-assortiment,other-products,0.72,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00704,"Болт М8*30 салазок кресла ""Калина""",ves-assortiment,other-products,0.72,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-01064,Зажим трубки омывателя на поводке малый Г,ves-assortiment,other-products,0.7,BLOCKED_CONFLICT,other_products_clamps_brackets|other|зажим|ves-assortiment|other-products,other,Найдены отрицательные признаки для лучшего кандидата.,,,
Г-00413,Вставка нейтрализ.21074 Евро-3,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
КГ-00295,Стопор ( 1 шт),,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
КГ-00238,Палец д.8х22,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
КГ-00305,Палец д.8х18,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
РГ-00249,Рем. комплект М.10/12х65х1,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-00369,Люк,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-00502,Брелок,,,0,DO_NOT_PUBLISH,do_not_publish|personal_accessories|personal-accessories,personal_accessories,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-00511,Перчатки,,,0,DO_NOT_PUBLISH,do_not_publish|personal_accessories|personal-accessories,personal_accessories,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-00573,Прожектор,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-00703,Такси,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-00718,Мячик-дезодорант (1 шт),,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-00775,А-00775,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
А-00986,Подарочный набор,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-01036,Брелок,,,0,DO_NOT_PUBLISH,do_not_publish|personal_accessories|personal-accessories,personal_accessories,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-01058,"Рация ""АЛАН-100""",,,0,DO_NOT_PUBLISH,do_not_publish|driver_electronics|driver-electronics,driver_electronics,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-01370,А-01370,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
А-01393,А-01393,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
А-01399,А-01399,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
А-01429,А-01429,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
А-01556,А-01556,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
А-01686,А-01686,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
А-01717,А-01717,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
А-01746,Тоннель 2110,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
А-01971,А-01971,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
А-01997,А-01997,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
А-02050,Мультитестер 266,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
АК-00131,АК-00131,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
АК-00181,АК-00181,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
АК-00265,АК-00265,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
Б-00054,Б-00054,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
Б-00055,Б-00055,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
Г-00109,Коллектор 511-1008015-10,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
Г-00386,Г-00386,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
Г-00652,Г-00652,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ДВ-00236,Влагоотделитель 2108-15,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
ДВ-00380,Торпеда 2105,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
ДВ-00381,Торпеда 2107,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00080,ЗЧМ-00080,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00094,Часы 2141,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00166,Набор резинок 2141,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00190,ЗЧМ-00190,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00203,ЗЧМ-00203,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00222,ЗЧМ-00222,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00237,ЗЧМ-00237,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00245,ЗЧМ-00245,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00258,ЗЧМ-00258,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00261,ЗЧМ-00261,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00272,ЗЧМ-00272,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00288,ЗЧМ-00288,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00299,ЗЧМ-00299,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00300,ЗЧМ-00300,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00301,ЗЧМ-00301,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00321,ЗЧМ-00321,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00329,ЗЧМ-00329,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00331,ЗЧМ-00331,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00337,ЗЧМ-00337,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00352,ЗЧМ-00352,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00372,ЗЧМ-00372,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00389,ЗЧМ-00389,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00393,ЗЧМ-00393,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00444,ЗЧМ-00444,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00490,Комплект саттелитов 2140,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00514,ЗЧМ-00514,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00515,ЗЧМ-00515,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00516,ЗЧМ-00516,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00560,ЗЧМ-00560,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00570,ЗЧМ-00570,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00580,ЗЧМ-00580,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00619,ЗЧМ-00619,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00635,ЗЧМ-00635,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00642,ЗЧМ-00642,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00653,ЗЧМ-00653,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00657,ЗЧМ-00657,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ЗЧМ-00668,ЗЧМ-00668,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ИН-00812,Отбойник NSHBB10RR,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
ИН-01301,ИН-01301,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ИН-01326,Лямбда-зонд 91186,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
ИН-01386,3 397 118 996 Щетки,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
ИН-01535,ИН-01535,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
К-00535,К-00535,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
К-00555,К-00555,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
К-00673,К-00673,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
К-00701,К-00701,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
К-00804,К-00804,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
КГ-00879,КГ-00879,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
КГ-01384,КГ-01384,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
КР-00333,Воздуховод 2110,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
КР-00381,Бокс 2110,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,,,
О-00268,О-00268,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00302,О-00302,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00368,О-00368,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00411,О-00411,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00434,О-00434,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00435,О-00435,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00445,О-00445,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00453,О-00453,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00454,О-00454,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00484,О-00484,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00534,О-00534,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00727,О-00727,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
О-00790,О-00790,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00156,ОК-00156,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00168,ОК-00168,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00172,ОК-00172,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00175,ОК-00175,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00180,ОК-00180,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00183,ОК-00183,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00185,ОК-00185,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00190,ОК-00190,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00197,ОК-00197,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00199,ОК-00199,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00206,ОК-00206,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00209,ОК-00209,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00214,ОК-00214,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
ОК-00225,ОК-00225,,,0,DO_NOT_PUBLISH,do_not_publish|other|other,other,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,,,
