familyId,family,reason,shopCode,name,status,reviewReason,detectedFamily,neighborTarget,neighborShare,confidence,evidence
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00230,ОК-00230,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00247,ОК-00247,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00253,ОК-00253,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00256,ОК-00256,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00257,ОК-00257,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,ОК-00264,Уплотнитель шестерни,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00268,ОК-00268,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00271,ОК-00271,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00290,ОК-00290,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00296,ОК-00296,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00304,ОК-00304,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00310,ОК-00310,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00314,ОК-00314,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00316,ОК-00316,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
vehicle_model_only_or_legacy_part,Vehicle-model-only or legacy part without function,name_lacks_destination_context,ОК-00317,Бархотки стекол ОКА,MANUAL_REVIEW,no_candidate,other,,0.1184,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
fans_thermal_ventilation_unmapped,Fans and thermal/ventilation parts without stable target,active_analogs_conflict_or_no_destination,ОК-00319,Кожух электровентилятора ОКА,MANUAL_REVIEW,no_candidate,ventilation,,0.1111,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ОК-00340,ОК-00340,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ПС-00058,ПС-00058,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ПС-00075,ПС-00075,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ПС-00088,ПС-00088,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ПС-00163,ПС-00163,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ПСГ-00221,ПСГ-00221,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,ПСГ-00458,Паранит 1.5мм 50х100,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
driveline_axle_differential_partial,Driveline/axle/differential parts with partial context,potentially_automatable_future_context_rules,Р-00015,Ось саттелитов в сборе ЗАЗ (к-т),MANUAL_REVIEW,no_candidate,other,,0.25,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
driveline_axle_differential_partial,Driveline/axle/differential parts with partial context,potentially_automatable_future_context_rules,Р-00023,Пыльник торсиона ЗАЗ (за 1 шт),MANUAL_REVIEW,no_candidate,other,,0.6667,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,Р-00036,Р-00036,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
hoses_tubes_without_system,Hoses and tubes without system,name_lacks_destination_context,Р-00043,Шланги воздушные прицепа,MANUAL_REVIEW,no_candidate,hoses,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
hoses_tubes_without_system,Hoses and tubes without system,name_lacks_destination_context,Р-00044,Шланг воздушный прицепа в сборе,MANUAL_REVIEW,no_candidate,hoses,,0.7143,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,Р-00046,Кран прицепа грузовой,MANUAL_REVIEW,no_candidate,other,,0.4,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,Р-00047,Масса электрическая 24В,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,Р-00054,Комутатор № 13,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
hoses_tubes_without_system,Hoses and tubes without system,name_lacks_destination_context,Р-00075,Шланги воздушные,MANUAL_REVIEW,no_candidate,hoses,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,Р-00076,К-т патрубков Зил-130,MANUAL_REVIEW,no_candidate,other,,0.5862,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,Р-00108,Р-00108,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
repair_kits_without_system,Repair kits without destination system,name_lacks_destination_context,РГ-00008,"Рем.к-т подъёмника ЗИЛ 5-ти шток., силико",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
repair_kits_without_system,Repair kits without destination system,name_lacks_destination_context,РГ-00092,Ремкомплект гидроподъёмника ЗИЛ,MANUAL_REVIEW,no_candidate,other,,0.2206,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
engine_transmission_partial_context,Engine/transmission parts with partial context,potentially_automatable_future_context_rules,РГ-00185,Набор манжетов (в коробке),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,РГ-00249,Рем. комплект М.10/12х65х1,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0.25,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
repair_kits_without_system,Repair kits without destination system,name_lacks_destination_context,РГ-00256,Рем.к-т ГУРА ЗИЛ-130 (завод),MANUAL_REVIEW,no_candidate,other,,0.5455,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
repair_kits_without_system,Repair kits without destination system,name_lacks_destination_context,РГ-00280,Рем.к-т системы выхлопа УАЗ-469,MANUAL_REVIEW,no_candidate,other,,0.6154,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
repair_kits_without_system,Repair kits without destination system,name_lacks_destination_context,РГ-00284,Рем.к-т коллектора 406 дв.,MANUAL_REVIEW,no_candidate,other,,0.3611,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
repair_kits_without_system,Repair kits without destination system,name_lacks_destination_context,РГ-00298,Рем.к-т блока педалей Газель,MANUAL_REVIEW,no_candidate,other,,0.4286,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
repair_kits_without_system,Repair kits without destination system,name_lacks_destination_context,РГ-00327,"Рем. к-т дросселя Г-3302 (дв.405,409)",MANUAL_REVIEW,no_candidate,other,,0.2174,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
repair_kits_without_system,Repair kits without destination system,name_lacks_destination_context,РГ-00328,Рем. к-т дросселя Г-3302 (дв. 406),MANUAL_REVIEW,no_candidate,other,,0.2174,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_locks_handles_glass_partial,Body locks/handles/glass mechanisms with partial context,active_analogs_conflict_or_no_destination,РДГ-00065,Тройник ручки УАЗ,BLOCKED_CONFLICT,negative_evidence,fittings,,0.5,0.83,family:other_products_fittings | token:тройник | phrase:тройник | validation:normalizer:4:useful_tokens
body_locks_handles_glass_partial,Body locks/handles/glass mechanisms with partial context,active_analogs_conflict_or_no_destination,РДГ-00112,"Запорный механизм ГАЗ-3302 бесшум.,1 шт.",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,РКП-00080,РКП-00080,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,РКП-00093,РКП-00093,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,РКП-00095,РКП-00095,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,РКП-00109,РКП-00109,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,РКП-00132,РКП-00132,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,РКП-00133,РКП-00133,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,РМ-00165,РМ-00165,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,РМ-00264,РМ-00264,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
wheel_tire_accessories_partial_context,Wheel/tire accessories with partial context,active_analogs_conflict_or_no_destination,ХС-00190,Пыльник колес Нива,MANUAL_REVIEW,no_candidate,other,,0.5102,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
engine_transmission_partial_context,Engine/transmission parts with partial context,potentially_automatable_future_context_rules,ХС-00246,Вал промежуточный ВАЗ 21213 в сб. (GL.CE.,MANUAL_REVIEW,no_candidate,other,,0.6667,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ХС-00413,ХС-00413,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
driveline_axle_differential_partial,Driveline/axle/differential parts with partial context,potentially_automatable_future_context_rules,ХС-00444,Промвал Нива на крестовине,MANUAL_REVIEW,no_candidate,other,,0.5111,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ХС-00447,ХС-00447,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
chassis_mounts_supports_partial,Chassis mounts/supports with partial context,potentially_automatable_future_context_rules,ХС-00476,К-т передних стоек ЛАДА-Гранта 2190,MANUAL_REVIEW,no_candidate,other,,0.5333,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ХС-00556,ХС-00556,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ХС-00557,ХС-00557,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
driveline_axle_differential_partial,Driveline/axle/differential parts with partial context,potentially_automatable_future_context_rules,ХСГ-00207,Чулок пер. моста УАЗ,MANUAL_REVIEW,no_candidate,other,,0.2727,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
engine_transmission_partial_context,Engine/transmission parts with partial context,potentially_automatable_future_context_rules,ХСГ-00273,Балка Г-33104 Валдай пустая,MANUAL_REVIEW,no_candidate,other,,0.2368,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
driveline_axle_differential_partial,Driveline/axle/differential parts with partial context,potentially_automatable_future_context_rules,ХСГ-00474,Ось сателлитов дифференциала ГАЗ-3302,MANUAL_REVIEW,no_candidate,other,,0.2647,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
suspension_steering_partial_context,Suspension/steering parts with partial context,potentially_automatable_future_context_rules,ХСГ-00564,Гидроусилитель руля УАЗ-469 в сборе,MANUAL_REVIEW,no_candidate,other,,0.2632,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
driveline_axle_differential_partial,Driveline/axle/differential parts with partial context,potentially_automatable_future_context_rules,ХСГ-00602,Дифференциал УАЗ (блокирующий),MANUAL_REVIEW,no_candidate,other,,0.1831,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
driveline_axle_differential_partial,Driveline/axle/differential parts with partial context,potentially_automatable_future_context_rules,ХСГ-00801,Дифференциал УАЗ самоблокир. (военный),MANUAL_REVIEW,no_candidate,other,,0.2683,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,ХСГ-00832,"К-т ГУР УАЗ-452 дв.417,421",MANUAL_REVIEW,no_candidate,other,,0.2754,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
suspension_steering_partial_context,Suspension/steering parts with partial context,potentially_automatable_future_context_rules,ХСГ-00908,Тяга реактивная ЗИЛ-131,MANUAL_REVIEW,no_candidate,other,,0.5938,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
engine_small_parts_with_partial_context,Engine small parts with partial context,potentially_automatable_future_context_rules,ХСГ-01047,Втулка-бочонок МАЗ д.55,MANUAL_REVIEW,no_candidate,bushings,,0.2571,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
engine_small_parts_with_partial_context,Engine small parts with partial context,potentially_automatable_future_context_rules,ХСГ-01048,Втулка передней подвески МАЗ-6430 н. обр,MANUAL_REVIEW,no_candidate,bushings,,0.6667,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
suspension_steering_partial_context,Suspension/steering parts with partial context,potentially_automatable_future_context_rules,ХСГ-01169,"Отбойник УАЗ-3160, Хантер, Патриот",MANUAL_REVIEW,no_candidate,other,,0.1746,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,ХСГ-01193,ХСГ-01193,DO_NOT_PUBLISH,CODE_ONLY,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY"
driveline_axle_differential_partial,Driveline/axle/differential parts with partial context,potentially_automatable_future_context_rules,ХСГ-01205,Дифференциал УАЗ в сб б/глав.пары 25 зуб.,MANUAL_REVIEW,no_candidate,other,,0.2162,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
driveline_axle_differential_partial,Driveline/axle/differential parts with partial context,potentially_automatable_future_context_rules,ХСГ-01323,"Глав. пара дифференциала Г-3302,2705 н/о 41/8 зуб. мел. шлиц с гайкой",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
misc_universal_non_catalog_singletons,Miscellaneous universal non-catalog goods,no_allowed_target_current_taxonomy,А-00009,"Табличка (пластик) ""Перевозка детей"" наруж",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-00011,Антистатик,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
body_interior_unmapped,Body/interior fragments without stable target,active_analogs_conflict_or_no_destination,А-00015,Бокс ВАЗ,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-00019,МАСКА,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
body_exterior_decor_partial_context,Exterior/decor body items with partial context,potentially_automatable_future_context_rules,А-00040,Закат крыла,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
consumer_power_phone_accessories,Consumer phone/power accessories,no_allowed_target_current_taxonomy,А-00063,"Алкалиновые батарейки (за 2 шт.)GP Super high Tech Alkaline 15А АА, 24А АА",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_interior_unmapped,Body/interior fragments without stable target,active_analogs_conflict_or_no_destination,А-00069,Накладки на педали ( 3 шт),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_exterior_decor_partial_context,Exterior/decor body items with partial context,potentially_automatable_future_context_rules,А-00071,Накладки ручек,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_exterior_decor_partial_context,Exterior/decor body items with partial context,potentially_automatable_future_context_rules,А-00073,Накладки ручек,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
chassis_mounts_supports_partial,Chassis mounts/supports with partial context,potentially_automatable_future_context_rules,А-00074,Накладки цент. стоек низ.,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-00091,Переноска,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
cleaning_wiper_unmapped,Cleaning/wiper accessories without stable target,active_analogs_conflict_or_no_destination,А-00121,Щётка для сметания пыли,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-00127,Сигаретница,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
body_interior_unmapped,Body/interior fragments without stable target,active_analogs_conflict_or_no_destination,А-00133,Отделка на приборы (тюнинг),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,А-00136,Трос 8 т АвтоПрогресс,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
comfort_cabin_universal_accessories,Cabin comfort/universal accessories without stable target,active_analogs_conflict_or_no_destination,А-00141,Часы 2110 (тюнинг),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
comfort_cabin_universal_accessories,Cabin comfort/universal accessories without stable target,active_analogs_conflict_or_no_destination,А-00151,Шторки,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,А-00152,Стильная защита диска д.14-16,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-00156,Автопластилин,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
car_care_consumables_unmapped,Car-care consumables without stable target,active_analogs_conflict_or_no_destination,А-00167,"Наждачная бумага №220,240,280,400,600,800,",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
car_care_consumables_unmapped,Car-care consumables without stable target,active_analogs_conflict_or_no_destination,А-00168,Наждачная бумага N 2000,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,А-00169,"""Крупногабаритный груз"" металл",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-00171,Доверенность,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
cleaning_wiper_unmapped,Cleaning/wiper accessories without stable target,active_analogs_conflict_or_no_destination,А-00175,Щётка с губкой,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
personal_or_non_catalog_accessories,Personal/non-catalog accessories,no_allowed_target_current_taxonomy,А-00177,Перчатки,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,personal_accessories,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-00192,Тренога,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,А-00194,Швабра № 613 (с резинкой),MANUAL_REVIEW,no_candidate,washing_sponges,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,А-00217,Карандаш для пайки,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,А-00220,Советы автомобилисту,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
personal_or_non_catalog_accessories,Personal/non-catalog accessories,no_allowed_target_current_taxonomy,А-00238,Собака средняя,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-00248,Правила,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-00268,Стробоскоп,DO_NOT_PUBLISH,UNKNOWN_PRODUCT_TYPE,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE"
chassis_mounts_supports_partial,Chassis mounts/supports with partial context,potentially_automatable_future_context_rules,А-00280,Накладки задних стоек 3110 (2 шт),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
lighting_signal_unmapped,Lighting/signal devices without stable target,active_analogs_conflict_or_no_destination,А-00282,"Сигналы ""GMP"" нов. обр.",MANUAL_REVIEW,no_candidate,other,,0.1455,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,А-00291,Сетка защитная для номера,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_interior_unmapped,Body/interior fragments without stable target,active_analogs_conflict_or_no_destination,А-00296,Бокс запаски Нива Тревел,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
