scope,status,shopCode,name,category,subcategory,confidence,source,family,detectedFamily,reviewReason,evidence,neighborTarget,neighborShare,neighborExamples
new_or_unconfirmed,AUTO_READY,И-01365,И-01365,aksessuary,instrumenty,0.98,exact_prefix_rule,Инструменты,other,missing_name,family:legacy_aksessuary_instrumenty | pattern:и- | pattern:и- | validation:normalizer:2:useful_tokens,,0,
new_or_unconfirmed,AUTO_READY,И-01587,И-01587,aksessuary,instrumenty,0.98,exact_prefix_rule,Инструменты,other,missing_name,family:legacy_aksessuary_instrumenty | pattern:и- | pattern:и- | validation:normalizer:2:useful_tokens,,0,
new_or_unconfirmed,GROUP_REVIEW,ИН-00073,Рем. комплект кулисы Ланос,dvigatel-i-transmissiya,kpp,0.85,weak_group_candidate,КПП,other,group_confirmation,family:kpp_parts | token:кулис | validation:normalizer:4:useful_tokens,,0.1061,ИН-00163 Датчик масляный давления Ланос | ИН-00162 Датчик заднего хода Ланос | ИН-00161 Датчик дроссельной заслонки Ланос | ИН-00159 Датчик скорости Ланос | ИН-00158 Датчик температуры Ланос в блоке
new_or_unconfirmed,GROUP_REVIEW,ИН-00098,Патрубок отопителя Рено,dvigatel-i-transmissiya,patrubki-i-shlangi-ohlazhdeniya,0.912,weak_group_candidate,"Патрубки, шланги и штуцеры охлаждения",hoses,group_confirmation,family:cooling_fittings | token:патрубок | token:отопител | pattern:strong_multi_token | validation:normalizer:4:useful_tokens,,0.0615,ИН-00101 Патрубок радиатора нижний Рено | ИН-00103 Радиатор Рено без кондиционера | ИН-00102 Патрубок радиатора расширительный Рено | ИН-00099 Патрубок радиатора верхний Рено | ИН-00009 Термостат ТН23389G1 Рено
new_or_unconfirmed,GROUP_REVIEW,ИН-00100,Патрубок отопителя салона Рено,dvigatel-i-transmissiya,patrubki-i-shlangi-ohlazhdeniya,0.912,weak_group_candidate,"Патрубки, шланги и штуцеры охлаждения",hoses,group_confirmation,family:cooling_fittings | token:патрубок | token:отопител | pattern:strong_multi_token | validation:normalizer:5:useful_tokens,,0.2,ИН-00202 Фильтр салона Рено MAN № 1829 | ИН-00463 1 987 432 163 Фильтр салона MAZDA 3/5 0 | ИН-00379 К 1155 Фильтр салона VW TOUAREG | ИН-00994 К 1321 Фильтр салона Рено с 2013 г. | ИН-01161 №1340511 Фильтр салона
new_or_unconfirmed,GROUP_REVIEW,ИН-00125,Ремкомплект переднего супорта Рено д. 259,tormoznaya-sistema,supporty,0.862,weak_group_candidate,Метизы и ремкомплекты суппортов,other,group_confirmation,family:brake_caliper_hardware | token:ремкомплект | token:суппорт | validation:normalizer:6:useful_tokens,,0.1636,ИН-00042 Суппорт передний Ланос лев./прав. (за 1 ш | ИН-00040 Суппорт Рено-Логан лев./прав. (1 шт) | ИН-00240 Суппорт Рено Логан вентилир. прав. № 158 | ИН-00239 Суппорт Рено Логан вентилируем. лев. №157 | ИН-00236 Цилиндр суппорта РЕНО
new_or_unconfirmed,GROUP_REVIEW,ИН-00214,Трапеция стеклоочистителя Дэу-Нексиа,aksessuary,prochie-aksessuary,0.912,weak_group_candidate,Стеклоочистители,other,group_confirmation,family:wiper | token:стеклооч | token:стеклоочист | validation:normalizer:4:useful_tokens,,0.2778,КЗ-00855 Трапеция стеклоочистителя КАМАЗ-5320 | ЗЧМ-00664 Трапеция ст. очистителя ИЖ-ОДА пустая | КЗ-00008 Трапеция стеклоочистителя УАЗ-469 верхняя | КЗ-00193 Трапеция стеклоочистителя Газель | КЗ-00128 Трапеция стеклоочистителя ГАЗ-53
new_or_unconfirmed,GROUP_REVIEW,ИН-00288,29752F [N90765301] кольцо уплотнит. сист,ves-assortiment,other-products,0.918,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,rings,group_confirmation,family:other_products_fittings | token:кольцо | validation:optional:уплотн | validation:normalizer:6:useful_tokens,,0.4,РИ-00232 Кольцо уплотнит. бензонасоса Нива 21214 | РИ-00231 Кольцо уплотнит. бензонасоса 2110
new_or_unconfirmed,AUTO_READY,ИН-00307,"107 219 685 Хомут 54,5мм",ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,clamps,other_products_fallback,family:other_products_clamps_brackets | token:хомут | phrase:хомут | validation:normalizer:3:useful_tokens,dvigatel-i-transmissiya/vyhlopnaya-sistema,1,"ИН-01677 Хомут глушителя D60 (57-62) CBD 605.705 | ИН-01676 Хомут глушителя D35 (33-37) L84 мм CBD605.700 | ИН-01667 Хомут глушителя D55 (52-57) L84 мм CBD CBD605.704 | ИН-01665 Хомут глушителя D45 (42-47) L84 мм CBD605.702 | ИН-01649 Хомут глушителя (37-42), L84 мм CBD605.701"
new_or_unconfirmed,AUTO_READY,ИН-00310,"107 222 685 Хомут 59, 5 мм",ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,clamps,other_products_fallback,family:other_products_clamps_brackets | token:хомут | phrase:хомут | validation:normalizer:3:useful_tokens,dvigatel-i-transmissiya/vyhlopnaya-sistema,1,"ИН-01677 Хомут глушителя D60 (57-62) CBD 605.705 | ИН-01676 Хомут глушителя D35 (33-37) L84 мм CBD605.700 | ИН-01667 Хомут глушителя D55 (52-57) L84 мм CBD CBD605.704 | ИН-01665 Хомут глушителя D45 (42-47) L84 мм CBD605.702 | ИН-01649 Хомут глушителя (37-42), L84 мм CBD605.701"
new_or_unconfirmed,GROUP_REVIEW,ИН-00363,крюк буксировочный 1440036880,aksessuary,bezopasnost,0.924,weak_group_candidate,Буксировочные тросы и стропы,tow_hardware,group_confirmation,family:tow_ropes | token:крюк | token:буксир | token:крюк | phrase:крюк буксировочный | validation:normalizer:3:useful_tokens,,0,
new_or_unconfirmed,MANUAL_REVIEW,ИН-00374,Опора SM 23018,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0.6087,ИН-00266 Шаровая опора Ланос (за 1 шт) | ИН-00701 915797 Опора шаровая AUDI 80 89-92 ниж. | ИН-00700 915796 Опора шаровая AUDI 80 89-92 ниж. | ИН-00684 915443 Опора шаровая VW GOLF/PASSAT 89- | ИН-00958 CBN-71 Опора шаровая NISSAN QASHQAI/X-TRA
new_or_unconfirmed,GROUP_REVIEW,ИН-00375,Щуп уровня масла 30661,aksessuary,instrumenty,0.88,weak_group_candidate,Инструменты,other,group_confirmation,family:tools | token:щуп | validation:normalizer:4:useful_tokens,,0.7143,ИН-00540 8485F Датчик давления масла 1.8 Bar/VW | ИН-00902 Датчик давления масла 1131С5 | ИН-00513 9475021030 Датчик давления масла Hyunda | ИН-00925 JP919100001 Датчик давления масла Audi/VW | ЭО-00322 Датчик уровня масла 2110
new_or_unconfirmed,MANUAL_REVIEW,ИН-00421,Стекло,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0,
new_or_unconfirmed,AUTO_READY,ИН-00448,Фиксатор,ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,other,other_products_fallback,family:other_products_clamps_brackets | token:фиксатор | phrase:фиксатор | validation:normalizer:2:useful_tokens,,0,
new_or_unconfirmed,GROUP_REVIEW,ИН-00528,Пыльник NSHB B10RSF,dvigatel-i-transmissiya,detali-transmissii,0.9362,similarity,Похожие активные товары,other,neighbor_group_confirmation,neighbor:active-neighbor:77% | token:ин- | token:пыльник,dvigatel-i-transmissiya/detali-transmissii,0.7692,ИН-01503 D8195 Пыльник ШРУСа к-т | ИН-00046 Пыльник шруса Ланос внутр. | ИН-00045 Пыльник шруса Ланос наруж. | ИН-00140 Пыльник шруса левый внутренний Рено 30169 | ИН-00139 Пыльник шруса наружный Рено
new_or_unconfirmed,MANUAL_REVIEW,ИН-00557,"Подушка двиг.NMN16RH,NM B15F",,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0.6,ИН-01162 Подушка двигателя NMB10RR | ИН-00770 Подушка двигателя NM027 | ИН-00230 Подушка двигателя правая Рено
new_or_unconfirmed,GROUP_REVIEW,ИН-00625,Сопротивление печки Рено (завод),elektrika,prochaya-elektrika,0.902,weak_group_candidate,Электрика печки,heater_parts,group_confirmation,family:heater_electrical_parts | token:сопротивление | token:печк | phrase:сопротивление печки | validation:normalizer:5:useful_tokens,,0.1429,ИН-00101 Патрубок радиатора нижний Рено | ИН-00103 Радиатор Рено без кондиционера | ИН-00099 Патрубок радиатора верхний Рено | ИН-00015 Радиатор печки Ланос | ИН-00009 Термостат ТН23389G1 Рено
new_or_unconfirmed,GROUP_REVIEW,ИН-00640,Т36413 Ролик ремня приводного RENAULT LOG,dvigatel-i-transmissiya,remni,0.94,similarity,Похожие активные товары,other,neighbor_group_confirmation,neighbor:active-neighbor:83% | token:ин- | token:ремня | token:ролик | token:renault,dvigatel-i-transmissiya/remni,0.8333,ИН-00095 Ролик поликлинового ремня с кронштейном ( | ИН-01178 GT60030 Ролик натяжной ремня ГРМ Mitsubis | ИН-01078 531 0063 10 Ролик натяжной ремня ГРМ VW | ИН-00888 Т43225 Ролик ремня ГРМ RENAULT LOGAN | ИН-00119 Ролик ремня ГРМ (натяжной) Рено
new_or_unconfirmed,GROUP_REVIEW,ИН-00702,"Фары пр.21511В7RLEMN2,лев.21511В7LLEMN2",kuzov-i-optika,fary,0.9,weak_group_candidate,Фары,other,group_confirmation,family:headlight | token:фары | validation:normalizer:4:useful_tokens,,0,
new_or_unconfirmed,GROUP_REVIEW,ИН-00735,Кожух крышки фары Chevrolet,kuzov-i-optika,fary,0.9,weak_group_candidate,Фары,other,group_confirmation,family:headlight | token:фары | validation:normalizer:5:useful_tokens,,0.7143,ИН-00993 Прокладка клапанной крышки 11117200 | ИН-01522 71-54116-00 Прокладка клапанной крышки CHEVROLET | ИН-01616 96181318 Прокладка клапанной крышки | ИН-01589 2244126020 Прокладка клапанной крышки | ИН-01556 Р1G-С011 Прокладка клапанной крышки CHEVROLET LANOS
new_or_unconfirmed,AUTO_READY,ИН-00740,"258-943 Болт системы выпуска Nissan, Lo",ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,bolts,close_candidates_or_weak_gap,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:7:useful_tokens,,0,
new_or_unconfirmed,MANUAL_REVIEW,ИН-00779,30210 Привод левый 685мм Logan/Sandero,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0,
new_or_unconfirmed,DO_NOT_PUBLISH,ИН-00812,Отбойник NSHBB10RR,,,0,do_not_publish,do_not_publish,other,UNKNOWN_PRODUCT_TYPE,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",,0,
new_or_unconfirmed,MANUAL_REVIEW,ИН-00855,30812ASAM Регулятор х/х Renault Logan/S,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0.5,ИН-00330 30459ASAM Датчик скорости Renault Logan | ИН-00942 32017ASAM датчик давления масла Renault
new_or_unconfirmed,MANUAL_REVIEW,ИН-00876,"77 521 610 Вкладыши PL +0,25 SPUTTER к-",,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0,
new_or_unconfirmed,GROUP_REVIEW,ИН-00881,Переключатель,elektrika,prochaya-elektrika,0.85,weak_group_candidate,Прочая электрика,other,group_confirmation,family:electrical_misc | token:переключатель | validation:normalizer:2:useful_tokens,,0,
new_or_unconfirmed,AUTO_READY,ИН-00913,Ролик приводного ремня Солярис 2528628010,dvigatel-i-transmissiya,remni,0.94,similarity,Похожие активные товары,other,similarity,neighbor:active-neighbor:100% | token:ин- | token:ремня | token:ролик | token:солярис,dvigatel-i-transmissiya/remni,1,ИН-00095 Ролик поликлинового ремня с кронштейном ( | ИН-01178 GT60030 Ролик натяжной ремня ГРМ Mitsubis | ИН-01078 531 0063 10 Ролик натяжной ремня ГРМ VW | ИН-00888 Т43225 Ролик ремня ГРМ RENAULT LOGAN | ИН-00119 Ролик ремня ГРМ (натяжной) Рено
new_or_unconfirmed,GROUP_REVIEW,ИН-00982,Выпускной коллектор 034162,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.94,similarity,Похожие активные товары,other,neighbor_group_confirmation,neighbor:active-neighbor:86% | token:выпускной | token:коллектор | token:ин-,dvigatel-i-transmissiya/vyhlopnaya-sistema,0.8571,ИН-00270 Коллектор выпускной Шевроле Sens | Г-00365 Коллектор выпускной Калина с катализатором | ДВГ-00461 Коллектор выпускной Волга | ДВ-00382 Коллектор выпускной 16-клап. дв. ВАЗ | ДВ-00193 Коллектор выпускной ВАЗ 2101-07
new_or_unconfirmed,AUTO_READY,ИН-00987,Ролик VKM33036,dvigatel-i-transmissiya,remni,0.94,similarity,Похожие активные товары,other,similarity,neighbor:active-neighbor:100% | token:ин- | token:ролик,dvigatel-i-transmissiya/remni,1,ИН-00095 Ролик поликлинового ремня с кронштейном ( | ИН-01178 GT60030 Ролик натяжной ремня ГРМ Mitsubis | ИН-01078 531 0063 10 Ролик натяжной ремня ГРМ VW | ИН-00888 Т43225 Ролик ремня ГРМ RENAULT LOGAN | ИН-00119 Ролик ремня ГРМ (натяжной) Рено
new_or_unconfirmed,AUTO_READY,ИН-00988,Ролик 532033110,dvigatel-i-transmissiya,remni,0.94,similarity,Похожие активные товары,other,similarity,neighbor:active-neighbor:100% | token:ин- | token:ролик,dvigatel-i-transmissiya/remni,1,ИН-00095 Ролик поликлинового ремня с кронштейном ( | ИН-01178 GT60030 Ролик натяжной ремня ГРМ Mitsubis | ИН-01078 531 0063 10 Ролик натяжной ремня ГРМ VW | ИН-00888 Т43225 Ролик ремня ГРМ RENAULT LOGAN | ИН-00119 Ролик ремня ГРМ (натяжной) Рено
new_or_unconfirmed,AUTO_READY,ИН-01005,531089110 Ролик натяжителя поклинового,dvigatel-i-transmissiya,remni,0.95,family_rule,ГРМ и ролики,other,family_rule,family:timing_kit | token:ролик | phrase:ролик натяжителя | validation:normalizer:4:useful_tokens,,0.6667,ИН-00095 Ролик поликлинового ремня с кронштейном ( | ИН-01078 531 0063 10 Ролик натяжной ремня ГРМ VW | ИН-00096 Ролик ремня ГРМ Рено | ИН-00972 Ролик ГРМ Дэу Матиз
new_or_unconfirmed,GROUP_REVIEW,ИН-01044,Топливная рампа в сборе с форсунками 16 к,dvigatel-i-transmissiya,toplivnaya-sistema,0.885,weak_group_candidate,Топливная система,other,group_confirmation,family:fuel_system | token:форсунка | token:топливная | token:топливн | validation:normalizer:5:useful_tokens,,0.3333,ИН-00052 Бензонасос в сборе Ланос | ИН-01056 Бензонасос в сборе Матиз
new_or_unconfirmed,MANUAL_REVIEW,ИН-01071,3 397 118 977 Щетки плоские к-т Ford Fo,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0.2308,ИН-00050 Свечи Чери-Амулет (к-т 4 шт) | ИН-00436 1493001 Свеча зажигания FORD | ИН-01502 Свеча зажигания FORD 1 369 704
new_or_unconfirmed,GROUP_REVIEW,ИН-01074,Кольцо приемной трубы Рено завод (16 кл),dvigatel-i-transmissiya,vyhlopnaya-sistema,0.912,weak_group_candidate,Метизы и хомуты выхлопной системы,rings,group_confirmation,family:exhaust_hardware | token:кольцо | token:приемн | phrase:приемной трубы | validation:normalizer:7:useful_tokens,,0.4,ИН-00287 JP1121101500 прокладка приемной трубы Sea | ИН-00469 30414 Прокладка приемной трубы RENAULT | ИН-00355 P1N-С004 Прокладка приемной трубы DAEWOO | ИН-00856 PINC011РМС Прокладка приемной трубы Daewo
new_or_unconfirmed,AUTO_READY,ИН-01106,АР40/В01 Стеклоочиститель зад. (400 мм),aksessuary,prochie-aksessuary,0.927,domain_dictionary,Стеклоочистители,other,close_candidates_or_weak_gap,family:wiper | token:стеклоочиститель | token:стеклооч | token:стеклоочист | validation:normalizer:6:useful_tokens,,0.2857,ИН-00067 Барабан тормозной зад. Рено | ИН-00189 Барабаны тормозные зад. Дэу-Нексия | ИН-00446 SP1117SNS=746 02 Колодки тормозные зад. д | ИН-00407 Шланг тормозной М10х1х175мм зад. А6 (F188
new_or_unconfirmed,MANUAL_REVIEW,ИН-01115,07003С Рем. к-т направл.,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0.1429,"ИН-01668 77А1174 Рем. к-т суппорта заднего 38 мм | ИН-01586 Рем. к-т направляющих суппорта KIA RIO Masterkit 77А1125 | ИН-01055 Рем. к-т 48 мм перед. цилиндра суппорта (к-т на 1 суп.) Логан, Ларгус | ИН-01383 Рем. к-т 54 мм перед. цилиндра суппорта (к-т на 1 суп.) Логан, Ларгус | ИН-01365 77А1122 Рем./к-т суппорта (направл. с п"
new_or_unconfirmed,GROUP_REVIEW,ИН-01127,Жабо Рено Дастер,kuzov-i-optika,kuzovnye-detali,0.89,weak_group_candidate,Малые кузовные элементы,other,group_confirmation,family:body_small_exterior | token:жабо | phrase:жабо | validation:normalizer:4:useful_tokens,,0.0596,ИН-00137 Тормозной суппорт задний Рено | ИН-00955 К 19194 Цилиндр тормозной Рено малый | ИН-00067 Барабан тормозной зад. Рено | ИН-00062 Шланг тормозной задний Рено | ИН-00061 Шланг тормозной передний Рено
new_or_unconfirmed,AUTO_READY,ИН-01204,Трос стояночного тормоза левый HQ597601R3,tormoznaya-sistema,ruchnoy-tormoz,0.934,family_rule,Тросы ручного тормоза,other,family_rule,family:parking_brake_cables | token:трос | token:стояноч | token:тормоз | phrase:трос стояночного тормоза | validation:normalizer:6:useful_tokens,,0.6364,"ИН-00554 Трос ручн.лев.пр.3653195FOA,3653095FOA | ИН-01673 Трос ручного тормоза BOSCH | ИН-01672 Трос ручного тормоза RENAULT | ИН-01420 29-98839-SX Трос ручного тормоза передни | ИН-00342 Трос ручника ДЭУ-Матиз"
new_or_unconfirmed,AUTO_READY,ИН-01205,Трос стояночного тормоза правый HQ597701,tormoznaya-sistema,ruchnoy-tormoz,0.934,family_rule,Тросы ручного тормоза,other,family_rule,family:parking_brake_cables | token:трос | token:стояноч | token:тормоз | phrase:трос стояночного тормоза | validation:normalizer:6:useful_tokens,,0.619,"ИН-00554 Трос ручн.лев.пр.3653195FOA,3653095FOA | ИН-01673 Трос ручного тормоза BOSCH | ИН-01672 Трос ручного тормоза RENAULT | ИН-01420 29-98839-SX Трос ручного тормоза передни | ИН-00342 Трос ручника ДЭУ-Матиз"
new_or_unconfirmed,GROUP_REVIEW,ИН-01259,Ролик ремня приводного HYUNDAI SOLARIS,dvigatel-i-transmissiya,remni,0.91,weak_group_candidate,ГРМ и ролики,other,group_confirmation,family:timing_kit | token:ролик | validation:normalizer:6:useful_tokens,,0.4545,ИН-00386 К015479XS Комплект ремня ГРМ HYUNDAI ACCE | ИН-00095 Ролик поликлинового ремня с кронштейном ( | ИН-01178 GT60030 Ролик натяжной ремня ГРМ Mitsubis | ИН-01078 531 0063 10 Ролик натяжной ремня ГРМ VW | ИН-00888 Т43225 Ролик ремня ГРМ RENAULT LOGAN
new_or_unconfirmed,DO_NOT_PUBLISH,ИН-01301,ИН-01301,,,0,do_not_publish,do_not_publish,other,CODE_ONLY,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",,0,
new_or_unconfirmed,DO_NOT_PUBLISH,ИН-01326,Лямбда-зонд 91186,,,0,do_not_publish,do_not_publish,other,UNKNOWN_PRODUCT_TYPE,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",,0,
new_or_unconfirmed,DO_NOT_PUBLISH,ИН-01386,3 397 118 996 Щетки,,,0,do_not_publish,do_not_publish,other,UNKNOWN_PRODUCT_TYPE,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",,0,
new_or_unconfirmed,AUTO_READY,ИН-01387,30494 Бачок расширительной системы охл,dvigatel-i-transmissiya,ohlazhdenie,0.94,similarity,Похожие активные товары,other,similarity,neighbor:active-neighbor:100% | token:бачок | token:ин-,dvigatel-i-transmissiya/ohlazhdenie,1,ИН-00898 бачок расширительный 603205 | ИН-00019 Бачок расширительный Ланос | ИН-00192 Бачок расширительный Дэу-Нексиа | ИН-01057 Бачок расширительный Матиз | ИН-01018 Бачок расширительный Ларгус
new_or_unconfirmed,MANUAL_REVIEW,ИН-01391,726117 Набор отвёрток TORX с отверстием,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0,
new_or_unconfirmed,MANUAL_REVIEW,ИН-01441,GAT10020 Натяжитель ремня приводного HYUNDAI SOLARIS/KIA,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0,
new_or_unconfirmed,MANUAL_REVIEW,ИН-01449,AMD.SEN25 Регулятор холостого хода MATIZ,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0.6667,ИН-01207 FCR30S002 Датчик холостого хода 820069260 | ИН-00156 Датчик холостого хода Ланос
new_or_unconfirmed,GROUP_REVIEW,ИН-01533,"Гайка крепления колеса М14х1,5",aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",nuts,group_confirmation,family:wheel_fasteners | token:гайка | token:колес | pattern:strong_multi_token | validation:normalizer:5:useful_tokens,,0.3333,ИН-00276 Гайка ступицы колеса Шевроле 94515177
new_or_unconfirmed,DO_NOT_PUBLISH,ИН-01535,ИН-01535,,,0,do_not_publish,do_not_publish,other,CODE_ONLY,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",,0,
new_or_unconfirmed,AUTO_READY,ИН-01572,HDCRV00080Z Стекло противотуманной фары L=R HONDA CRV,kuzov-i-optika,stekla-far-i-fonarey,0.944,domain_dictionary,Стекла фар и фонарей,other,close_candidates_or_weak_gap,family:optics_glass | token:стекло | token:фар | token:противотуман | pattern:strong_multi_token | validation:normalizer:8:useful_tokens,,0,
new_or_unconfirmed,GROUP_REVIEW,ИН-01600,Патрубок системы охлаждения СН-D057 MATIZ,dvigatel-i-transmissiya,patrubki-i-shlangi-ohlazhdeniya,0.912,weak_group_candidate,"Патрубки, шланги и штуцеры охлаждения",hoses,group_confirmation,family:cooling_fittings | token:патрубок | token:охлажд | pattern:strong_multi_token | validation:normalizer:6:useful_tokens,,0,
new_or_unconfirmed,MANUAL_REVIEW,ИН-01640,ТТ53051 Щётки LANCER,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0.1818,ИН-00920 Фильтр салонный Mitsubishi Lancer 9 | ИН-01311 К 1241А Фильтр салона MITSUBISHI LANCER
new_or_unconfirmed,AUTO_READY,К-00001,Гайка м 8 сапуна ВАЗ 01-07,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,nuts,other_products_fallback,family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:5:useful_tokens,,0.4,К-00022 Гайка ступицы ВАЗ 01-07 | К-00010 Гайка ступицы ВАЗ 2108
new_or_unconfirmed,AUTO_READY,К-00065,Скоба личинок 01-07,ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,other,other_products_fallback,family:other_products_clamps_brackets | token:скоба | phrase:скоба | validation:normalizer:4:useful_tokens,,0,
new_or_unconfirmed,AUTO_READY,К-00151,Болт М 5 малый крест,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,bolts,other_products_fallback,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:4:useful_tokens,,0,
new_or_unconfirmed,AUTO_READY,К-00193,Болт развала 2108,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,bolts,close_candidates_or_weak_gap,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:3:useful_tokens,,0,
new_or_unconfirmed,MANUAL_REVIEW,К-00284,Гровер М-8,,,0,no_match,no_match,other,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0,
new_or_unconfirmed,BLOCKED_CONFLICT,К-00341,Болт салазки сиденья 2110,ves-assortiment,other-products,0.72,blocked_conflict,Прочие товары: универсальные метизы,bolts,negative_evidence,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:4:useful_tokens,,0,
new_or_unconfirmed,AUTO_READY,К-00375,Скоба троса воздушной заслонки,ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,other,other_products_fallback,family:other_products_clamps_brackets | token:скоба | phrase:скоба | validation:normalizer:5:useful_tokens,,0.5,КЗ-00160 Трос воздушной заслонки ГАЗ-3307 | КЗ-00108 Трос воздушной заслонки УАЗ-469
new_or_unconfirmed,MANUAL_REVIEW,К-00422,Заглушка воздуховода 2110,,,0,no_match,no_match,caps_plugs,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0,
new_or_unconfirmed,GROUP_REVIEW,К-00446,Заглушка воздухозаборника 2110,kuzov-i-optika,kuzovnye-detali,0.85,weak_group_candidate,Кузовные воздухозаборники,caps_plugs,group_confirmation,family:body_air_intakes | token:воздухозаборник | validation:normalizer:3:useful_tokens,,0,
new_or_unconfirmed,MANUAL_REVIEW,К-00457,Заглушка под мовиль (пластмасса),,,0,no_match,no_match,caps_plugs,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0,
new_or_unconfirmed,AUTO_READY,К-00458,Заглушка под мовиль (резина),aksessuary,shiny-i-diski,0.93,domain_dictionary,Шины,caps_plugs,domain_dictionary,family:tire | token:резина | validation:normalizer:4:useful_tokens,,0,
new_or_unconfirmed,DO_NOT_PUBLISH,К-00535,К-00535,,,0,do_not_publish,do_not_publish,other,CODE_ONLY,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",,0,
new_or_unconfirmed,DO_NOT_PUBLISH,К-00555,К-00555,,,0,do_not_publish,do_not_publish,other,CODE_ONLY,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",,0,
new_or_unconfirmed,MANUAL_REVIEW,К-00611,Набор пистонов ВАЗ-Калина 1118,,,0,no_match,no_match,body_clips,no_candidate,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",,0,
new_or_unconfirmed,AUTO_READY,К-00620,Хомут норма 170*190,ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,clamps,other_products_fallback,family:other_products_clamps_brackets | token:хомут | phrase:хомут | validation:normalizer:4:useful_tokens,,0,
new_or_unconfirmed,AUTO_READY,К-00621,"Хомут норма 180*200, 190*210, 200*220, 210",ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,clamps,other_products_fallback,family:other_products_clamps_brackets | token:хомут | phrase:хомут | validation:normalizer:6:useful_tokens,,0,
new_or_unconfirmed,GROUP_REVIEW,К-00625,Набор реактивных болтов 2101-07,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,bolts,group_confirmation,family:other_products_fasteners | token:болт | validation:normalizer:4:useful_tokens,,0,
new_or_unconfirmed,AUTO_READY,К-00642,"Гайка М3 ""барашек""",ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,nuts,other_products_fallback,family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:4:useful_tokens,,0,
